player,seasons,poss,rapm,period_rank,overallrank,id
Shawn Bradley,2005-09,3557,1.13,111,2414,35144
Zach Randolph,2003-07,39186,1.13,121,2415,35145
JR Smith,2013-17,56863,1.13,113,2416,35146
Kevon Looney,2015-19,18462,1.13,115,2417,35147
Rafer Alston,2005-09,58324,1.13,112,2418,35148
Joakim Noah,2006-10,24128,1.13,116,2419,35149
Karl Malone,2003-07,23290,1.12,122,2420,35150
Shareef Abdur-Rahim,1998-02,51043,1.12,112,2421,35151
Andre Iguodala,2001-05,11907,1.12,122,2422,35152
Tyus Jones,2014-18,11463,1.12,120,2423,35153
Danny Ferry,1997-01,21248,1.12,102,2424,35154
Greivis Vasquez,2011-15,36890,1.12,130,2425,35155
Gigi Datome,2014-18,1852,1.12,121,2426,35156
Derek Fisher,2002-06,54491,1.12,113,2427,35157
Kenyon Martin,2006-10,37962,1.12,117,2428,35158
Kyrie Irving,2011-15,37523,1.12,131,2429,35159
Trey Burke,2010-14,8517,1.12,123,2430,35160
Nick Collison,2001-05,6719,1.12,123,2431,35161
Nick Young,2010-14,33986,1.12,124,2432,35162
Bobby Simmons,2005-09,33172,1.12,113,2433,35163
James Posey,2003-07,44718,1.12,123,2434,35164
P.J. Tucker,2010-14,17280,1.11,125,2435,35165
Anthony Morrow,2013-17,21359,1.11,114,2436,35166
Jameer Nelson,2005-09,38406,1.11,114,2437,35167
Brandon Roy,2010-14,15498,1.11,126,2438,35168
Jeremy Lin,2014-18,30599,1.11,122,2439,35169
Joakim Noah,2012-16,45171,1.11,127,2440,35170
Keith Askins,1999-03,1641,1.11,103,2441,35171
JR Smith,2011-15,46958,1.11,132,2442,35172
Mychal Mulder,2016-20,820,1.11,119,2443,35173
Robert Horry,2006-10,16042,1.11,118,2444,35174
Mike Dunleavy,2003-07,43904,1.11,124,2445,35175
Jamal Crawford,2007-11,53594,1.11,112,2446,35176
Anthony Tolliver,2008-12,15391,1.11,111,2447,35177
Alexey Shved,2009-13,7052,1.11,107,2448,35178
Walt Williams,2003-07,6105,1.11,125,2449,35179
Alexey Shved,2010-14,9633,1.11,127,2450,35180
Gilbert Arenas,2009-13,13241,1.11,108,2451,35181
Roy Hibbert,2005-09,4005,1.10,115,2452,35182
Chandler Parsons,2009-13,19688,1.10,109,2453,35183
Carlos Delfino,2013-17,7640,1.10,115,2454,35184
Jusuf Nurkic,2011-15,4401,1.10,133,2455,35185
Alonzo Mourning,2003-07,18017,1.10,126,2456,35186
Grant Hill,2008-12,46755,1.10,112,2457,35187
Brian Cook,2001-05,5858,1.10,124,2458,35188
Nate Robinson,2008-12,29517,1.10,113,2459,35189
Kerry Kittles,2004-08,14579,1.10,117,2460,35190
Jamal Murray,2014-18,17303,1.10,123,2461,35191
Carlos Boozer,2006-10,52437,1.10,119,2462,35192
Bobby Jackson,2006-10,23863,1.10,120,2463,35193
Tony Allen,2009-13,36169,1.10,110,2464,35194
Marcus Camby,2005-09,48447,1.10,116,2465,35195
Ime Udoka,2007-11,23141,1.10,113,2466,35196
Lazaro Borrell,2000-04,843,1.10,117,2467,35197
Anthony Tolliver,2014-18,28927,1.10,124,2468,35198
Kenyon Martin,2014-18,2730,1.10,125,2469,35199
Dillon Brooks,2016-20,19356,1.10,120,2470,35200
Antonio McDyess,1998-02,37287,1.10,113,2471,35201
Kirk Hinrich,2000-04,10248,1.10,118,2472,35202
Jason Richardson,2000-04,31699,1.09,119,2473,35203
Donyell Marshall,2001-05,43467,1.09,125,2474,35204
DeMarcus Cousins,2016-20,30146,1.09,121,2475,35205
Cristiano Felicio,2012-16,1255,1.09,128,2476,35206
John Starks,1998-02,32128,1.09,114,2477,35207
Anthony Parker,2008-12,45409,1.09,114,2478,35208
Langston Galloway,2012-16,13460,1.09,129,2479,35209
DeMarre Carroll,2009-13,9416,1.09,111,2480,35210
Lazaro Borrell,1999-03,843,1.09,104,2481,35211
C.J. Watson,2006-10,16535,1.09,121,2482,35212
Eric Gordon,2009-13,32811,1.09,112,2483,35213
Raymond Felton,2011-15,39959,1.09,134,2484,35214
Devin Harris,2011-15,34781,1.09,135,2485,35215
Svi Mykhailiuk,2016-20,6991,1.09,122,2486,35216
Kevin Durant,2006-10,36558,1.09,122,2487,35217
Stephon Marbury,2001-05,62231,1.09,126,2488,35218
Rodney Rogers,1999-03,39899,1.09,105,2489,35219
Cody Martin,2017-21,7042,1.09,123,2490,35220
Mike Miller,2002-06,42565,1.09,114,2491,35221
Harrison Barnes,2017-21,50297,1.09,124,2492,35222
Nick Young,2011-15,32536,1.09,136,2493,35223
Doug Christie,1998-02,56253,1.09,115,2494,35224
Dion Waiters,2010-14,14626,1.09,128,2495,35225
Milos Teodosic,2014-18,4652,1.09,126,2496,35226
Andre Miller,2014-18,11148,1.09,127,2497,35227
Spencer Dinwiddie,2014-18,17035,1.09,128,2498,35228
Ante Zizic,2015-19,5374,1.09,116,2499,35229
Boris Diaw,2012-16,44861,1.09,130,2500,35230
Raymond Felton,2008-12,52714,1.09,115,2501,35231
Jamal Mashburn,2001-05,36452,1.09,127,2502,35232
Fred Hoiberg,2004-08,14107,1.09,118,2503,35233
Matt Harpring,2002-06,41509,1.09,115,2504,35234
Shareef Abdur-Rahim,2000-04,54381,1.08,120,2505,35235
Jarron Collins,2005-09,17904,1.08,117,2506,35236
Al Horford,2013-17,55231,1.08,116,2507,35237
Matt Bullard,1998-02,15260,1.08,116,2508,35238
Bobby Jackson,2001-05,33226,1.08,128,2509,35239
Speedy Claxton,2001-05,23320,1.08,129,2510,35240
Jason Kidd,2012-16,15697,1.08,131,2511,35241
John Wall,2009-13,25662,1.08,113,2512,35242
Antawn Jamison,1997-01,22983,1.08,103,2513,35243
Isaiah Stewart,2017-21,5914,1.08,125,2514,35244
Hedo Turkoglu,2001-05,39280,1.08,130,2515,35245
Zydrunas Ilgauskas,2008-12,30764,1.08,116,2516,35246
Bradley Beal,2012-16,37888,1.08,132,2517,35247
Danuel House Jr.,2014-18,1646,1.08,129,2518,35248
Lamar Odom,2013-17,6910,1.08,117,2519,35249
Rudy Gay,2005-09,30923,1.08,118,2520,35250
Shawn Bradley,2004-08,6416,1.08,119,2521,35251
Jason Thompson,2007-11,24871,1.08,114,2522,35252
Chuck Hayes,2011-15,20688,1.08,137,2523,35253
Raef LaFrentz,2004-08,21238,1.08,120,2524,35254
Milos Teodosic,2017-21,5295,1.08,126,2525,35255
Malcolm Brogdon,2016-20,33475,1.08,123,2526,35256
Tayshaun Prince,2008-12,49108,1.08,117,2527,35257
Dwight Howard,2014-18,51346,1.07,130,2528,35258
Omer Asik,2008-12,9117,1.07,118,2529,35259
Desmond Mason,2002-06,51690,1.07,116,2530,35260
Chris Andersen,2011-15,21543,1.07,138,2531,35261
Marcus Morris Sr.,2016-20,53904,1.07,124,2532,35262
Chris Andersen,2002-06,15622,1.07,117,2533,35263
Tiago Splitter,2011-15,33142,1.07,139,2534,35264
Othella Harrington,1999-03,32012,1.07,106,2535,35265
Jamal Crawford,2009-13,48956,1.07,114,2536,35266
Kyle Korver,2004-08,41721,1.07,121,2537,35267
Anthony Morrow,2009-13,28924,1.07,115,2538,35268
Danny Ferry,1998-02,25060,1.07,117,2539,35269
Tiago Splitter,2010-14,28230,1.07,129,2540,35270
Shareef Abdur-Rahim,1999-03,51534,1.07,107,2541,35271
Elijah Millsap,2013-17,4247,1.07,118,2542,35272
Enes Kanter,2017-21,36434,1.07,127,2543,35273
David Wesley,1998-02,56992,1.07,118,2544,35274
Ben Wallace,2009-13,21147,1.07,116,2545,35275
Stephon Marbury,2005-09,36902,1.07,119,2546,35276
Malik Sealy,1998-02,18115,1.07,119,2547,35277
Luther Head,2002-06,8369,1.07,118,2548,35278
Darius Miles,2002-06,34277,1.07,119,2549,35279
Jamal Crawford,2008-12,51367,1.07,119,2550,35280
Tony Parker,2003-07,72938,1.07,127,2551,35281
Sam Cassell,2008-12,6660,1.07,120,2552,35282
Karl-Anthony Towns,2013-17,22172,1.07,119,2553,35283
Elijah Millsap,2011-15,3487,1.07,140,2554,35284
Chris Andersen,2013-17,18662,1.06,120,2555,35285
Ronnie Brewer,2004-08,13286,1.06,122,2556,35286
Earl Watson,2005-09,37414,1.06,120,2557,35287
Dale Davis,1997-01,39610,1.06,104,2558,35288
Steven Smith,1998-02,51398,1.06,120,2559,35289
Boris Diaw,2005-09,53094,1.06,121,2560,35290
Larry Stewart,1997-01,100,1.06,105,2561,35291
Isaac Bonga,2017-21,7654,1.06,128,2562,35292
Larry Nance Jr.,2013-17,10797,1.06,121,2563,35293
Allan Houston,2002-06,31127,1.06,120,2564,35294
Jeremy Lin,2012-16,41591,1.06,133,2565,35295
James Jones,2005-09,31057,1.06,122,2566,35296
Yogi Ferrell,2016-20,20127,1.06,125,2567,35297
Sam Cassell,1997-01,39007,1.06,106,2568,35298
Antonio McDyess,2003-07,31022,1.06,128,2569,35299
Erick Dampier,2004-08,41712,1.06,123,2570,35300
Steve Francis,2005-09,25807,1.06,123,2571,35301
Delon Wright,2014-18,10184,1.06,131,2572,35302
Larry Johnson,1999-03,30231,1.06,108,2573,35303
Eric Piatkowski,1999-03,30188,1.06,109,2574,35304
Serge Ibaka,2016-20,57345,1.06,126,2575,35305
David Lee,2007-11,48843,1.06,115,2576,35306
Anthony Morrow,2010-14,28135,1.06,130,2577,35307
Seth Curry,2014-18,10547,1.06,132,2578,35308
Tariq Abdul-Wahad,2002-06,2992,1.06,121,2579,35309
Manu Ginobili,2017-21,13569,1.06,129,2580,35310
Jackie Butler,2004-08,3143,1.06,124,2581,35311
Jeremy Lamb,2015-19,28689,1.06,117,2582,35312
Fred VanVleet,2013-17,1391,1.05,122,2583,35313
Andre Roberson,2014-18,31893,1.05,133,2584,35314
Jerome Williams,2000-04,35994,1.05,121,2585,35315
Mike James,2017-21,4699,1.05,130,2586,35316
Isaiah Whitehead,2016-20,7495,1.05,127,2587,35317
Moochie Norris,1997-01,8534,1.05,107,2588,35318
Morris Peterson,2002-06,48492,1.05,122,2589,35319
Nick Young,2013-17,26857,1.05,123,2590,35320
George Lynch,1997-01,34612,1.05,108,2591,35321
Keith Van Horn,2003-07,32409,1.05,129,2592,35322
Othyus Jeffers,2010-14,1804,1.05,131,2593,35323
Kenyon Martin,2007-11,37712,1.05,116,2594,35324
Bryon Russell,2000-04,40556,1.05,122,2595,35325
Jermaine O'Neal,2007-11,33889,1.05,117,2596,35326
David Lee,2003-07,10887,1.05,130,2597,35327
David Lee,2004-08,19778,1.05,125,2598,35328
Sam Cassell,2007-11,12009,1.05,118,2599,35329
Kerry Kittles,2003-07,26653,1.05,131,2600,35330
Tony Allen,2008-12,31154,1.05,121,2601,35331
Domantas Sabonis,2016-20,31822,1.05,128,2602,35332
Ekpe Udoh,2010-14,17385,1.05,132,2603,35333
Danuel House Jr.,2016-20,17231,1.05,129,2604,35334
Davis Bertans,2014-18,9023,1.05,134,2605,35335
Kenyon Martin,2013-17,6088,1.05,124,2606,35336
Delonte West,2006-10,46622,1.05,123,2607,35337
Malik Sealy,1997-01,18560,1.05,109,2608,35338
Jermaine O'Neal,2006-10,39014,1.05,124,2609,35339
Jason Thompson,2006-10,18037,1.05,125,2610,35340
Bracey Wright,2003-07,1239,1.05,132,2611,35341
Gordan Giricek,2005-09,20162,1.05,124,2612,35342
Kyle Korver,2007-11,39018,1.05,119,2613,35343
Othyus Jeffers,2011-15,1434,1.05,141,2614,35344
Raul Lopez,2001-05,7701,1.05,131,2615,35345
Isaiah Whitehead,2017-21,7495,1.05,131,2616,35346
Eric Gordon,2014-18,48173,1.05,135,2617,35347
Lonzo Ball,2017-21,29455,1.04,132,2618,35348
P.J. Brown,2002-06,53843,1.04,123,2619,35349
Mike Miller,1999-03,27129,1.04,110,2620,35350
Deron Williams,2003-07,24594,1.04,133,2621,35351
DeAndre Jordan,2014-18,63272,1.04,136,2622,35352
Peja Stojakovic,1998-02,39316,1.04,121,2623,35353
Alex Caruso,2015-19,4513,1.04,118,2624,35354
DeMarre Carroll,2012-16,37272,1.04,134,2625,35355
James Jones,2002-06,15963,1.04,124,2626,35356
Corey Beck,1997-01,3172,1.04,110,2627,35357
Casey Jacobsen,2000-04,11695,1.04,123,2628,35358
Andrew Wiggins,2013-17,34731,1.04,125,2629,35359
Jake Tsakalidis,2006-10,4439,1.04,126,2630,35360
Mikki Moore,1997-01,6757,1.04,111,2631,35361
Mehmet Okur,2005-09,55698,1.04,125,2632,35362
Marcus Camby,2008-12,41505,1.04,122,2633,35363
Glenn Robinson,1998-02,51474,1.04,122,2634,35364
Taj Gibson,2011-15,39323,1.04,142,2635,35365
Khem Birch,2015-19,5618,1.04,119,2636,35366
Jonas Jerebko,2008-12,13514,1.04,123,2637,35367
Jason Terry,2015-19,26152,1.04,120,2638,35368
Alec Burks,2010-14,16699,1.04,133,2639,35369
Josh Howard,2000-04,6769,1.04,124,2640,35370
Jeff Hornacek,1999-03,17463,1.04,111,2641,35371
Darrick Martin,2004-08,5350,1.04,126,2642,35372
Stephon Marbury,2004-08,47733,1.04,127,2643,35373
Ryan Kelly,2011-15,10070,1.04,143,2644,35374
Marvin Williams,2012-16,37961,1.03,135,2645,35375
Sam Perkins,1997-01,26420,1.03,112,2646,35376
Ryan Kelly,2012-16,11969,1.03,136,2647,35377
JJ Redick,2010-14,39348,1.03,134,2648,35378
Ish Smith,2015-19,33915,1.03,121,2649,35379
Langston Galloway,2013-17,19454,1.03,126,2650,35380
T.J. Ford,2003-07,25876,1.03,134,2651,35381
Omri Casspi,2006-10,7632,1.03,127,2652,35382
Malik Sealy,2000-04,9743,1.03,125,2653,35383
Brian Cook,2005-09,18055,1.03,126,2654,35384
Bobby Simmons,2006-10,24387,1.03,128,2655,35385
Josh Okogie,2015-19,7373,1.03,122,2656,35386
Hamed Haddadi,2011-15,3067,1.03,144,2657,35387
Julian Wright,2010-14,6339,1.03,135,2658,35388
Chris Bosh,2012-16,52265,1.03,137,2659,35389
Ryan Broekhoff,2015-19,1845,1.03,123,2660,35390
Leandro Barbosa,2007-11,40942,1.03,120,2661,35391
Daniel Gibson,2008-12,31278,1.03,124,2662,35392
Brevin Knight,2002-06,27876,1.03,125,2663,35393
Chuck Hayes,2002-06,1958,1.03,126,2664,35394
Tony Battie,1999-03,30676,1.03,112,2665,35395
Marko Jaric,1999-03,5042,1.03,113,2666,35396
Jared Jeffries,2008-12,22957,1.03,125,2667,35397
Keith Van Horn,2000-04,52184,1.03,126,2668,35398
Bruce Bowen,2007-11,33111,1.03,121,2669,35399
Stephen Jackson,2008-12,50086,1.03,126,2670,35400
Mikki Moore,1998-02,7537,1.03,123,2671,35401
Keon Clark,2001-05,24621,1.03,132,2672,35402
Peja Stojakovic,2010-14,12350,1.03,136,2673,35403
Kurt Thomas,2006-10,30715,1.02,129,2674,35404
Moochie Norris,1999-03,21487,1.02,114,2675,35405
Ray Allen,2013-17,22594,1.02,127,2676,35406
Jodie Meeks,2008-12,18409,1.02,127,2677,35407
Tayshaun Prince,2001-05,37726,1.02,133,2678,35408
Mike Miller,2004-08,45701,1.02,128,2679,35409
DeMarre Carroll,2013-17,43944,1.02,128,2680,35410
Dan Langhi,2003-07,2155,1.02,135,2681,35411
Jason Terry,2009-13,55332,1.02,117,2682,35412
Dikembe Mutombo,2004-08,22321,1.02,129,2683,35413
DeMarre Carroll,2016-20,34204,1.02,130,2684,35414
Hassan Whiteside,2015-19,37246,1.02,124,2685,35415
Ersan Ilyasova,2006-10,12141,1.02,130,2686,35416
Fred Jones,2000-04,7623,1.02,127,2687,35417
Zydrunas Ilgauskas,2000-04,26063,1.02,128,2688,35418
Jason Terry,2013-17,34100,1.02,129,2689,35419
Greg Monroe,2012-16,45341,1.02,138,2690,35420
Joe Johnson,2004-08,63808,1.02,130,2691,35421
Josh Huestis,2014-18,4416,1.02,137,2692,35422
Chris Copeland,2011-15,8642,1.02,145,2693,35423
Keon Clark,2002-06,17434,1.02,127,2694,35424
Corey Maggette,2003-07,41262,1.02,136,2695,35425
Jason Thompson,2008-12,31388,1.02,128,2696,35426
Antonio McDyess,2004-08,42346,1.02,131,2697,35427
Charles Barkley,1999-03,8961,1.02,115,2698,35428
Jamal Crawford,2010-14,49652,1.01,137,2699,35429
Dan Dickau,2004-08,15073,1.01,132,2700,35430
Greg Minor,1999-03,2954,1.01,116,2701,35431
Raymond Felton,2009-13,53206,1.01,118,2702,35432
Tyus Jones,2017-21,26357,1.01,133,2703,35433
Larry Johnson,1998-02,40940,1.01,124,2704,35434
Eric Williams,1998-02,25595,1.01,125,2705,35435
Peja Stojakovic,2009-13,21157,1.01,119,2706,35436
Rafer Alston,2003-07,48164,1.01,137,2707,35437
Jeremy Lamb,2017-21,29847,1.01,134,2708,35438
Emeka Okafor,2002-06,13226,1.01,128,2709,35439
Chris Andersen,2005-09,15619,1.01,127,2710,35440
Quentin Richardson,1998-02,12953,1.01,126,2711,35441
Raef LaFrentz,2005-09,19981,1.01,128,2712,35442
Devin Booker,2015-19,37121,1.01,125,2713,35443
Gigi Datome,2013-17,1852,1.01,130,2714,35444
Rudy Fernandez,2005-09,8386,1.01,129,2715,35445
Kerry Kittles,2000-04,47110,1.01,129,2716,35446
Justise Winslow,2016-20,30629,1.01,131,2717,35447
Seth Curry,2013-17,10547,1.00,131,2718,35448
De'Anthony Melton,2016-20,9098,1.00,132,2719,35449
Shabazz Napier,2017-21,18691,1.00,135,2720,35450
Theo Ratliff,2004-08,22727,1.00,133,2721,35451
Zion Williamson,2016-20,2909,1.00,133,2722,35452
Bogdan Bogdanovic,2017-21,33734,1.00,136,2723,35453
Pero Antic,2015-19,5673,1.00,126,2724,35454
Justise Winslow,2015-19,29133,1.00,127,2725,35455
Amar'e Stoudemire,2008-12,54378,1.00,129,2726,35456
Derrick Dial,1999-03,2261,1.00,117,2727,35457
Michael Cage,1998-02,5186,1.00,127,2728,35458
Amir Johnson,2004-08,3841,1.00,134,2729,35459
Matt Harpring,2001-05,40420,1.00,134,2730,35460
P.J. Tucker,2011-15,26692,1.00,146,2731,35461
Reggie Jackson,2013-17,44374,1.00,132,2732,35462
Jae Crowder,2010-14,10728,1.00,138,2733,35463
Gustavo Ayon,2009-13,6855,1.00,120,2734,35464
Andrew Wiggins,2015-19,58406,1.00,128,2735,35465
Chuck Hayes,2009-13,27783,1.00,121,2736,35466
Jamaal Tinsley,2002-06,38963,1.00,129,2737,35467
Scottie Pippen,2000-04,39478,1.00,130,2738,35468
Cartier Martin,2009-13,8759,1.00,122,2739,35469
Jordan McRae,2012-16,769,1.00,139,2740,35470
Ruben Patterson,1997-01,16907,1.00,113,2741,35471
Rasho Nesterovic,2005-09,31205,1.00,130,2742,35472
Taj Gibson,2007-11,17972,1.00,122,2743,35473
Ronnie Brewer,2005-09,24611,1.00,131,2744,35474
Thaddeus Young,2004-08,7040,1.00,135,2745,35475
Jeff Withey,2012-16,6060,1.00,140,2746,35476
Eric Bledsoe,2010-14,22311,1.00,139,2747,35477
Avery Bradley,2008-12,7561,0.99,130,2748,35478
Vladimir Radmanovic,2007-11,27004,0.99,123,2749,35479
Rodney Hood,2011-15,3973,0.99,147,2750,35480
Myles Turner,2016-20,44824,0.99,134,2751,35481
Amir Johnson,2013-17,42566,0.99,133,2752,35482
Michael Cage,1997-01,5186,0.99,114,2753,35483
JJ Redick,2017-21,44723,0.99,137,2754,35484
DeMarcus Cousins,2008-12,16673,0.99,131,2755,35485
Lazaro Borrell,1998-02,843,0.99,128,2756,35486
Jake Tsakalidis,2005-09,5463,0.99,132,2757,35487
Othella Harrington,2002-06,24605,0.99,130,2758,35488
Tim Hardaway,2000-04,23604,0.99,131,2759,35489
Ryan Kelly,2013-17,12401,0.99,134,2760,35490
Jason Thompson,2009-13,40247,0.99,123,2761,35491
Adrian Griffin,2004-08,14119,0.99,136,2762,35492
Hakeem Olajuwon,1997-01,28536,0.99,115,2763,35493
Channing Frye,2008-12,35775,0.99,132,2764,35494
Channing Frye,2006-10,32600,0.99,131,2765,35495
Aaron Holiday,2017-21,14929,0.99,138,2766,35496
Jarrett Jack,2017-21,6298,0.99,139,2767,35497
Raja Bell,2005-09,59021,0.99,133,2768,35498
Terrell Brandon,1999-03,31889,0.99,118,2769,35499
Lou Williams,2008-12,40147,0.99,133,2770,35500
Jason Richardson,2002-06,53376,0.99,131,2771,35501
Vladimir Radmanovic,1999-03,12179,0.99,119,2772,35502
Matt Maloney,2000-04,9751,0.99,132,2773,35503
Jerome James,1998-02,4110,0.99,129,2774,35504
P.J. Washington,2017-21,14832,0.99,140,2775,35505
Corliss Williamson,2003-07,29810,0.99,138,2776,35506
Spencer Dinwiddie,2016-20,32709,0.98,135,2777,35507
Shawn Kemp,1998-02,34226,0.98,130,2778,35508
Troy Daniels,2010-14,816,0.98,140,2779,35509
Eric Gordon,2016-20,51467,0.98,136,2780,35510
Kyle Anderson,2017-21,33490,0.98,141,2781,35511
Tyus Jones,2016-20,23244,0.98,137,2782,35512
Jamario Moon,2007-11,25637,0.98,124,2783,35513
Jalen Brunson,2016-20,10627,0.98,138,2784,35514
Markieff Morris,2015-19,44104,0.98,129,2785,35515
Jamal Mashburn,1997-01,42385,0.98,116,2786,35516
Chris Bosh,2013-17,41481,0.98,135,2787,35517
Glen Rice,2001-05,17459,0.98,135,2788,35518
Jason Richardson,2005-09,53324,0.98,134,2789,35519
Tyson Chandler,2002-06,33605,0.98,132,2790,35520
Thabo Sefolosha,2008-12,38717,0.98,134,2791,35521
Wesley Person,1998-02,39176,0.98,131,2792,35522
Danny Manning,1997-01,21719,0.98,117,2793,35523
Joe Johnson,2001-05,45087,0.98,136,2794,35524
Stephen Jackson,2003-07,61180,0.98,139,2795,35525
Dan Majerle,2002-06,4392,0.98,133,2796,35526
Jameer Nelson,2004-08,32725,0.98,137,2797,35527
Antawn Jamison,2010-14,35429,0.98,141,2798,35528
Glenn Robinson,2005-09,1415,0.98,135,2799,35529
Kenny Thomas,1997-01,13444,0.98,118,2800,35530
Otto Porter Jr.,2012-16,18561,0.98,141,2801,35531
Charlie Ward,2001-05,21402,0.98,137,2802,35532
Andre Drummond,2013-17,45076,0.97,136,2803,35533
Desmond Mason,1999-03,27582,0.97,120,2804,35534
Walt Williams,1998-02,28085,0.97,132,2805,35535
Josh Smith,2001-05,7741,0.97,138,2806,35536
Wally Szczerbiak,1999-03,42126,0.97,121,2807,35537
Rondae Hollis-Jefferson,2015-19,23528,0.97,130,2808,35538
Speedy Claxton,2005-09,18611,0.97,136,2809,35539
Antoine Carr,1998-02,7455,0.97,133,2810,35540
Corliss Williamson,2000-04,39364,0.97,133,2811,35541
De'Aaron Fox,2015-19,19011,0.97,131,2812,35542
Jalen Rose,2000-04,64191,0.97,134,2813,35543
Richard Hamilton,1998-02,20981,0.97,134,2814,35544
Luke Walton,2009-13,15163,0.97,124,2815,35545
DeMarcus Cousins,2010-14,34513,0.97,142,2816,35546
T.J. Ford,2001-05,5585,0.97,139,2817,35547
Corey Beck,1998-02,3172,0.97,135,2818,35548
Jermaine O'Neal,2008-12,26682,0.97,135,2819,35549
Ryan Anderson,2009-13,33084,0.97,125,2820,35550
Yogi Ferrell,2015-19,17972,0.97,132,2821,35551
Luis Scola,2011-15,39312,0.97,148,2822,35552
Yao Ming,1999-03,8703,0.97,122,2823,35553
Darrell Arthur,2012-16,19549,0.97,142,2824,35554
Jason Richardson,2007-11,57027,0.97,125,2825,35555
Lazaro Borrell,1997-01,843,0.97,119,2826,35556
Justin Holiday,2017-21,44140,0.97,142,2827,35557
Zydrunas Ilgauskas,1999-03,17113,0.97,123,2828,35558
Aron Baynes,2011-15,8138,0.97,149,2829,35559
Tracy McGrady,2010-14,12390,0.97,143,2830,35560
Andre Roberson,2013-17,27812,0.97,137,2831,35561
Ty Lawson,2006-10,6154,0.97,132,2832,35562
Keon Clark,2000-04,31439,0.96,135,2833,35563
Emeka Okafor,2011-15,20202,0.96,150,2834,35564
Emeka Okafor,2003-07,21993,0.96,140,2835,35565
Jodie Meeks,2007-11,11559,0.96,126,2836,35566
Dwyane Wade,2000-04,11501,0.96,136,2837,35567
Jason Terry,1999-03,41431,0.96,124,2838,35568
Al-Farouq Aminu,2013-17,42277,0.96,138,2839,35569
Kyle Korver,2005-09,46790,0.96,137,2840,35570
Derrick Favors,2013-17,36905,0.96,139,2841,35571
Luc Mbah a Moute,2006-10,16251,0.96,133,2842,35572
Tony Allen,2017-21,8361,0.96,143,2843,35573
Julius Randle,2017-21,47555,0.96,144,2844,35574
Stacey Augmon,2002-06,19979,0.96,134,2845,35575
Zydrunas Ilgauskas,2007-11,43045,0.96,127,2846,35576
Alonzo Mourning,2006-10,14325,0.96,134,2847,35577
Gilbert Arenas,2010-14,13015,0.96,144,2848,35578
Timothe Luwawu-Cabarrot,2013-17,4876,0.96,140,2849,35579
Derrick Rose,2017-21,28721,0.96,145,2850,35580
Marquis Daniels,2006-10,27587,0.96,135,2851,35581
Aaron McKie,2002-06,30873,0.96,135,2852,35582
Bo Outlaw,2004-08,10254,0.96,138,2853,35583
Latrell Sprewell,1999-03,61451,0.96,125,2854,35584
Ryan Anderson,2010-14,31229,0.96,145,2855,35585
Jakob Poeltl,2015-19,15743,0.96,133,2856,35586
Larry Nance Jr.,2016-20,31991,0.96,139,2857,35587
Toni Kukoc,2003-07,22524,0.95,141,2858,35588
Gigi Datome,2012-16,1852,0.95,143,2859,35589
Vlade Divac,2004-08,11025,0.95,139,2860,35590
Luke Ridnour,2008-12,35377,0.95,136,2861,35591
Eric Gordon,2017-21,48866,0.95,146,2862,35592
Evan Fournier,2014-18,39175,0.95,138,2863,35593
Rashard Lewis,1997-01,17950,0.95,120,2864,35594
Deandre Ayton,2017-21,28788,0.95,147,2865,35595
Tim Thomas,2000-04,45606,0.95,137,2866,35596
Wesley Johnson,2014-18,34508,0.95,139,2867,35597
Bracey Wright,2004-08,1239,0.95,140,2868,35598
J.J. Barea,2015-19,26159,0.95,134,2869,35599
Eric Gordon,2008-12,28085,0.95,137,2870,35600
Gerald Wallace,2013-17,15988,0.95,141,2871,35601
Dejounte Murray,2013-17,2599,0.95,142,2872,35602
Corey Brewer,2009-13,32287,0.95,126,2873,35603
Lou Williams,2004-08,11188,0.95,141,2874,35604
David West,2005-09,44752,0.95,138,2875,35605
Tracy McGrady,2012-16,3734,0.95,144,2876,35606
Svi Mykhailiuk,2017-21,12483,0.95,148,2877,35607
Nick Young,2009-13,33590,0.95,127,2878,35608
Derrick Jones Jr.,2014-18,3221,0.95,140,2879,35609
Ime Udoka,2009-13,8743,0.95,128,2880,35610
David Wesley,2005-09,22313,0.95,139,2881,35611
Richard Hamilton,2007-11,48373,0.95,128,2882,35612
Antonio Daniels,2002-06,38543,0.95,136,2883,35613
Ish Smith,2014-18,32186,0.95,141,2884,35614
Kerry Kittles,1997-01,24233,0.95,121,2885,35615
Mikki Moore,1999-03,7678,0.95,126,2886,35616
Mike Dunleavy,2015-19,16474,0.95,135,2887,35617
P.J. Tucker,2013-17,47891,0.95,143,2888,35618
Andrei Kirilenko,2010-14,26336,0.95,146,2889,35619
Devin Booker,2013-17,19921,0.95,144,2890,35620
Thabo Sefolosha,2009-13,44083,0.94,129,2891,35621
Brad Wanamaker,2016-20,9389,0.94,140,2892,35622
Lou Williams,2014-18,44088,0.94,142,2893,35623
Milos Teodosic,2015-19,5295,0.94,136,2894,35624
Kevin Love,2007-11,25011,0.94,129,2895,35625
Patrick Patterson,2011-15,32439,0.94,151,2896,35626
Jerome James,1999-03,6857,0.94,127,2897,35627
Antoine Walker,1998-02,60321,0.94,136,2898,35628
Greivis Vasquez,2012-16,34293,0.94,145,2899,35629
Al Harrington,2008-12,42818,0.94,138,2900,35630
Iman Shumpert,2013-17,41997,0.94,145,2901,35631
